"Tair","SW","VPD","SWC","Landcover","Site_ID","GPP"
24.22,649,17.31,11,"GRA",43,6.5559
20.8,560.4,14.92,24.1,"GRA",37,12.0396
28.64,521,10.988,7.6,"GRA",8,6.12527
28.9,663.5,26.84,14,"GRA",37,15.1756
17.97,462.3,11.47,6,"GRA",43,8.02339
31.04,1013,37.52,13,"GRA",43,3.86997
27.01,99.131,18.82,4.51,"GRA",38,2.04721
25.36,529.6,19.36,7,"GRA",43,2.74454
29.57,397.739,23.93,6.1,"GRA",38,3.03962
13.79,1041.56,12.77,1,"GRA",43,2.75705
20.862,121.78,13.3,6.414,"GRA",41,3.28756
15.4,542.9,6.8,22.2,"GRA",37,18.0237
21.47,577.32,9.9,1,"GRA",43,1.10319
28.443,427.246,23.611,8.615,"GRA",16,10.836
24.336,877.619,25.61,1,"GRA",43,3.14844
29.4,530.8,33.8,10,"GRA",43,2.71073
29.06,859.86,26.63,6,"GRA",43,12.8491
23.278,944.33,15.89,3.35,"GRA",41,3.88021
14.57,476.4,6.156,27.841,"GRA",33,10.6208
17.7,1017,11.487,27.915,"GRA",33,20.6731
29.35,988.696,37.38,3.44,"GRA",38,2.74234
24.49,128.2,15.52,15,"GRA",43,1.44966
26.2,387,25.517,15.1,"GRA",8,4.36415
15.25,790.435,10.7,5.6,"GRA",38,3.78399
17.174,942.818,11.341,16.391,"GRA",16,18.0476
24.24,242.1,17.33,10,"GRA",43,2.96416
19.6,372,7.51,29.2,"GRA",37,23.7675
17.706,95.903,10.93,9.53,"GRA",41,2.72178
27.08,231.25,21.502,8,"GRA",1,15.2363
34.59,954,30.788,5.9,"GRA",4,9.35369
6.791,381.513,6.85,0,"GRA",43,0.959646
28.44,637.2,30.668,12,"GRA",43,9.00948
26.585,715.152,31.79,0.5,"GRA",43,1.76888
25.65,859.93,20.742,16,"GRA",1,29.8522
32.79,520.131,41.65,6.19,"GRA",38,7.5599
25.53,816,20.53,11,"GRA",43,6.57443
29.08,737.3,27.67,11,"GRA",43,8.26783
22.22,142.2,9.2,13,"GRA",43,2.38917
26.12,453.9,25.17,8,"GRA",43,4.6946
26.1,545.3,10.73,25.5,"GRA",37,30.4584
17.51,673.55,7.002,12,"GRA",1,30.9988
20.98,164.403,9.97,10,"GRA",43,2.74836
29.68,862,30.55,11,"GRA",43,1.18673
31.57,1019,40.29,15,"GRA",43,9.59275
21.386,407.413,13.13,13.408,"GRA",1,26.872
21.87,695,16.005,9.6,"GRA",8,8.14447
23.78,305,20.15,13,"GRA",43,2.65466
36.65,539.652,47.45,4.02,"GRA",38,2.87126
23.631,231.84,11.762,17.029,"GRA",14,12.7272
25.223,370.13,21.591,16.52,"GRA",17,11.2305
26.62,850.68,19.72,6,"GRA",43,0.716165
18.542,628.88,8.64,8.682,"GRA",41,14.2399
22.26,970.944,24.1,0,"GRA",43,1.10777
27.82,920,23.09,7,"GRA",43,2.34303
33.22,919,29.544,14.6,"GRA",8,10.7596
33.59,803,34.842,13.2,"GRA",8,7.44948
32.05,964.669,35.51,5.1,"GRA",38,5.2249
33.93,397.1,42.786,13.9,"GRA",15,10.8294
13.8,68.15,7.64,17.5,"GRA",37,0.580436
30.1,590.783,32.36,5.82,"GRA",38,11.3732
20.561,253.82,8.65,9.3,"GRA",41,14.0118
22.6,535.4,11.59,28.5,"GRA",37,16.7926
15.02,724.6,9.78,28.01,"GRA",33,11.5795
24.39,136.2,13.17,14.001,"GRA",43,2.99469
25.32,602.1,15.7,11,"GRA",43,2.71057
14.71,240.3,11.264,16,"GRA",1,26.0449
27.477,627.833,18.348,17.87,"GRA",17,26.6687
40.83,618,56.283,12.4,"GRA",8,7.89364
26.252,581.45,18.57,11.07,"GRA",41,16.4826
24.1,188.6,13.26,29.3,"GRA",37,13.4089
30.15,1038,29.96,8.5,"GRA",43,14.2912
21.76,513.02,20.024,11,"GRA",1,37.3637
13.4,321.9,7.38,26.4,"GRA",37,10.311
26.03,828,22.06,9,"GRA",43,6.04877
24.6,250.8,13.26,16.5,"GRA",37,14.3148
25.6,499.9,18.69,14,"GRA",37,14.9106
25.95,657.71,22.59,10,"GRA",43,10.5732
22.9,183.4,9.48,24.1,"GRA",37,13.1784
31.63,578.696,33.74,5.89,"GRA",38,9.31924
23.319,767.043,24.14,0.5,"GRA",43,3.58984
9.63,774.9,9.59,9,"GRA",43,4.29171
23.91,532.2,20.01,13,"GRA",43,5.15613
22.773,939.297,13.708,17.766,"GRA",1,37.3155
12.21,122.484,5.396,7.45,"GRA",16,5.17314
26.703,341.641,29.75,0.83,"GRA",43,3.67906
20.002,251.11,7.002,17.267,"GRA",14,15.4865
14.03,843,5.611,28.846,"GRA",33,16.0907
28.03,706,27.649,8.2,"GRA",8,10.188
18.824,524.939,12.087,9.316,"GRA",1,12.4926
20.497,68.624,11.279,16.425,"GRA",1,2.72038
18.52,463.78,11.57,6.8,"GRA",41,9.59556
32.58,1021.74,37.57,4.58,"GRA",38,5.1757
27.53,347.6,22.31,14.001,"GRA",43,6.99092
19.1,389.4,10.3,14.1,"GRA",37,17.3353
23.23,269.217,25.75,1,"GRA",43,0.532691
25.86,260,25.677,7.7,"GRA",8,3.09375
13,299.3,5.875,26.196,"GRA",33,5.71495
24.24,541,23.921,7.2,"GRA",8,3.59283
22.864,374.67,16.79,10.59,"GRA",41,14.766
26,414.6,9.22,28.8,"GRA",37,17.9431
21.421,921.24,10.31,9.77,"GRA",41,22.1446
22.3,147.4,5.22,27.7,"GRA",37,8.0998
25,880,17.53,6.212,"GRA",41,17.9643
28.11,411.056,31.55,7,"GRA",43,3.09358
28.11,658.5,25.83,6.143,"GRA",41,12.0915
42.64,549,65.301,12.3,"GRA",8,7.33021
30.7,746,18.554,9,"GRA",8,7.16213
14.78,332.27,6.125,18.3,"GRA",17,11.8505
20.04,404.022,5.38,2,"GRA",43,1.56538
27.54,277.34,23.556,17.576,"GRA",14,15.2072
25.4,431.65,20.005,14,"GRA",1,17.7651
23,387.9,9.57,24.1,"GRA",37,18.8778
19.8,508.1,7.35,14,"GRA",37,24.245
28.05,548.3,25.35,7,"GRA",43,3.18866
23.62,188.9,16.03,7,"GRA",43,2.63815
28.6,1065.22,34.26,2.96,"GRA",38,1.47658
29.15,536,23.441,11.3,"GRA",8,10.4024
28.38,771,27.058,9.1,"GRA",8,8.59848
26.2,775,18.58,23.5,"GRA",37,16.9332
12.859,501.78,5.64,7.28,"GRA",41,4.55089
20.17,711,16.53,10,"GRA",43,5.98809
19.75,973,19.1,14.001,"GRA",43,3.38293
29.74,428.303,26.31,5.41,"GRA",38,6.25732
13.297,503.044,8.681,12.177,"GRA",16,13.5311
14,168.43,5.985,18.24,"GRA",17,8.61022
9.92,607.183,8.74,0,"GRA",43,1.50858
27,431.5,15.08,28.4,"GRA",37,16.2831
16.97,286.7,7.508,24.303,"GRA",33,8.67397
10.411,721.47,5.228,14.591,"GRA",33,9.7273
26.063,219.496,28.83,0.33,"GRA",43,2.04303
25.139,619.98,13.513,18.104,"GRA",14,13.3114
38.78,873,62.199,7.5,"GRA",8,2.78595
24.77,79.152,16.23,2,"GRA",43,2.48095
29,584.9,16.09,26.1,"GRA",37,21.0955
35.24,277,43.883,13.2,"GRA",8,3.42402
19.1,499.19,10.681,9,"GRA",1,34.8882
28.1,897,18.9,29.9,"GRA",37,30.4951
23.2,882.609,21.12,5.76,"GRA",38,5.99344
25,711,18.35,27,"GRA",37,16.6512
